t,close,high,low,n,open,volume,vw,Signal,Portfolio
2022-07-25 04:00:00+00:00,121.14,123.64,120.03,493828,122.695,54254468,121.519492,HOLD,8983.385523253406
2022-07-26 04:00:00+00:00,114.81,118.15,114.53,587421,115.79,72078817,115.817825,HOLD,8983.385523253406
2022-07-27 04:00:00+00:00,120.97,121.9,117.16,552692,117.31,67862049,119.771738,HOLD,8983.385523253406
2022-07-28 04:00:00+00:00,122.28,122.84,118.08,741402,121.57,85450969,121.072948,HOLD,8983.385523253406
2022-07-29 04:00:00+00:00,134.95,137.65,132.41,1153995,134.9,159526000,135.842435,SELL,8983.385523253406
2022-08-01 04:00:00+00:00,135.39,138.8339,133.51,706779,134.96,81684518,136.358553,SELL,8983.385523253406
2022-08-02 04:00:00+00:00,134.16,137.44,134.09,554086,134.72,65653610,135.425063,HOLD,8983.385523253406
2022-08-03 04:00:00+00:00,139.52,140.49,136.05,622398,136.21,78611529,138.951471,SELL,8983.385523253406
2022-08-04 04:00:00+00:00,142.57,143.56,139.55,624576,140.58,74709401,141.901519,SELL,8983.385523253406
2022-08-05 04:00:00+00:00,140.8,142.86,139.6,487159,140.1,54183181,140.847462,HOLD,8983.385523253406
2022-08-08 04:00:00+00:00,139.41,144.23,138.29,539699,142.05,54852513,140.784559,HOLD,8983.385523253406
2022-08-09 04:00:00+00:00,137.83,138.9523,136.21,414880,138.052,43084015,137.517728,HOLD,8983.385523253406
2022-08-10 04:00:00+00:00,142.69,144.6,141.01,520061,142.9,60630231,142.530886,HOLD,8983.385523253406
2022-08-11 04:00:00+00:00,140.64,144.49,139.76,462724,143.86,47965335,141.912925,HOLD,8983.385523253406
2022-08-12 04:00:00+00:00,143.55,143.57,140.1201,429953,142.05,52951037,142.14854,HOLD,8983.385523253406
2022-08-15 04:00:00+00:00,143.18,143.76,141.49,449138,142.8,42511478,142.764228,HOLD,8983.385523253406
2022-08-16 04:00:00+00:00,144.78,146.57,142.0,573568,143.905,62089724,144.30634,HOLD,8983.385523253406
2022-08-17 04:00:00+00:00,142.1,143.38,140.78,497834,142.69,51123669,141.982356,HOLD,8983.385523253406
2022-08-18 04:00:00+00:00,142.3,142.77,140.38,408741,141.32,40042167,141.969491,HOLD,8983.385523253406
2022-08-19 04:00:00+00:00,138.23,141.11,137.9142,479958,140.47,53631868,138.866287,HOLD,8983.385523253406
2022-08-22 04:00:00+00:00,133.22,136.32,132.85,563055,135.72,54808696,133.767194,HOLD,8983.385523253406
2022-08-23 04:00:00+00:00,133.62,134.99,132.95,411994,133.41,38973753,133.909345,HOLD,8983.385523253406
2022-08-24 04:00:00+00:00,133.8,135.47,132.1,396699,132.75,43693496,133.938419,HOLD,8983.385523253406
2022-08-25 04:00:00+00:00,137.28,137.42,134.28,399629,135.26,40757732,136.336593,HOLD,8983.385523253406
2022-08-26 04:00:00+00:00,130.75,137.83,130.5,573658,136.55,59906391,132.656191,HOLD,8983.385523253406
2022-08-29 04:00:00+00:00,129.79,131.9499,128.77,555268,129.9,51489381,130.218899,HOLD,8983.385523253406
2022-08-30 04:00:00+00:00,128.73,132.0745,126.85,535587,131.25,52727678,128.533506,HOLD,8983.385523253406
2022-08-31 04:00:00+00:00,126.77,130.59,126.74,504230,129.45,61136374,127.8269,HOLD,8983.385523253406
2022-09-01 04:00:00+00:00,127.82,128.02,123.66,571472,126.0,60263278,125.951537,HOLD,8983.385523253406
2022-09-02 04:00:00+00:00,127.51,131.38,126.39,544011,129.5,61996515,128.672687,HOLD,8983.385523253406
2022-09-06 04:00:00+00:00,126.11,128.62,124.74,511680,127.92,47578585,126.276856,HOLD,8983.385523253406
2022-09-07 04:00:00+00:00,129.48,129.82,125.4,411437,126.12,54087920,128.299573,HOLD,8983.385523253406
2022-09-08 04:00:00+00:00,129.82,130.28,127.1,401130,127.72,47864792,128.938646,HOLD,8983.385523253406
2022-09-09 04:00:00+00:00,133.27,133.69,130.76,434530,130.91,52970080,132.48046,HOLD,8983.385523253406
2022-09-12 04:00:00+00:00,136.45,136.49,134.0,505066,134.095,58653743,135.717869,HOLD,8983.385523253406
2022-09-13 04:00:00+00:00,126.82,131.4,126.27,688295,131.01,80771240,128.430338,HOLD,8983.385523253406
2022-09-14 04:00:00+00:00,128.55,128.84,126.33,487619,127.364,49056687,127.820042,HOLD,8983.385523253406
2022-09-15 04:00:00+00:00,126.28,130.37,125.495,549348,127.38,56793180,127.366507,HOLD,8983.385523253406
2022-09-16 04:00:00+00:00,123.53,123.87,120.7,787991,122.78,147164688,122.930806,HOLD,8983.385523253406
2022-09-19 04:00:00+00:00,124.66,124.71,121.8,448969,122.16,51092226,123.812348,HOLD,8983.385523253406
2022-09-20 04:00:00+00:00,122.19,124.3963,121.14,474182,123.35,51210649,122.733541,HOLD,8983.385523253406
2022-09-21 04:00:00+00:00,118.54,123.76,118.45,570480,122.49,63328527,120.867262,BUY,8983.385523253406
2022-09-22 04:00:00+00:00,117.31,118.79,116.26,581896,117.08,59332061,117.239794,BUY,8890.171720371663
2022-09-23 04:00:00+00:00,113.78,116.05,112.06,666776,116.0,69424476,113.971516,BUY,8622.655684459023
2022-09-26 04:00:00+00:00,115.15,117.34,113.13,637549,113.295,68105059,115.544257,HOLD,8726.479188481777
2022-09-27 04:00:00+00:00,114.41,118.32,113.05,570328,117.195,64622086,115.108266,HOLD,8670.399339593572
2022-09-28 04:00:00+00:00,118.01,118.7,113.8,519758,114.38,61038788,116.87014,HOLD,8943.22022607672
2022-09-29 04:00:00+00:00,114.8,116.07,113.06,532325,115.6,65856858,114.492652,HOLD,8699.954935629246
2022-09-30 04:00:00+00:00,113.0,116.92,112.84,539985,114.075,67821119,114.249858,HOLD,8563.544492387673
2022-10-03 04:00:00+00:00,115.88,116.91,112.45,483034,113.58,56923558,115.16978,HOLD,8781.801201574192
2022-10-04 04:00:00+00:00,121.09,123.0,119.79,592083,119.89,68276595,121.447238,HOLD,9176.633651178969
2022-10-05 04:00:00+00:00,120.95,121.75,117.69,468869,118.58,51112443,119.834283,HOLD,9166.023950037958
2022-10-06 04:00:00+00:00,120.3,121.53,119.5,401178,120.77,45429248,120.516158,HOLD,9116.764623311834
2022-10-07 04:00:00+00:00,114.56,118.17,113.88,517837,118.0,60376062,115.233392,HOLD,8681.766876530372
2022-10-10 04:00:00+00:00,113.67,116.25,112.43,479744,115.1,44888654,114.071522,HOLD,8614.319490705371
2022-10-11 04:00:00+00:00,112.21,115.48,110.39,553688,112.71,60172622,112.62809,HOLD,8503.675464520538
2022-10-12 04:00:00+00:00,112.9,113.83,111.4,433709,112.49,49527161,112.7539,HOLD,8555.96613442981
2022-10-13 04:00:00+00:00,112.53,113.44,105.345,841712,107.88,92331334,110.301915,HOLD,8527.926209985708
2022-10-14 04:00:00+00:00,106.9,114.96,106.6,674596,114.1,73359338,109.034557,BUY,8101.264656957897
2022-10-17 04:00:00+00:00,113.79,114.19,110.09,592057,110.11,69624116,113.005589,HOLD,8623.41352025481
2022-10-18 04:00:00+00:00,116.36,119.52,114.79,539449,119.06,69409089,116.504929,HOLD,8818.177319771945
2022-10-19 04:00:00+00:00,115.07,116.5932,113.22,435999,114.71,51183824,114.839102,HOLD,8720.416502115482
2022-10-20 04:00:00+00:00,115.25,118.24,113.51,444460,113.83,52878251,116.12192,HOLD,8734.05754643964
2022-10-21 04:00:00+00:00,119.32,119.59,114.5,486763,114.792,62262888,117.343629,HOLD,9042.496715324754
2022-10-24 04:00:00+00:00,119.82,120.39,116.57,492370,119.98,53775428,119.15808,HOLD,9080.38850511408
2022-10-25 04:00:00+00:00,120.6,121.3152,118.95,469719,119.65,57110890,120.353769,HOLD,9139.499697185429
2022-10-26 04:00:00+00:00,115.66,119.3457,114.76,645401,116.0,74561404,116.332068,HOLD,8765.128814066888
2022-10-27 04:00:00+00:00,110.96,114.12,109.77,1337220,113.92,135256081,111.73279,HOLD,8408.945990047223
2022-10-28 04:00:00+00:00,103.41,103.96,97.66,1860648,97.905,234536123,100.990704,BUY,7836.779964228401
2022-10-31 04:00:00+00:00,102.44,104.87,100.74,755823,103.56,106610144,102.290704,BUY,7763.269892037109
2022-11-01 04:00:00+00:00,96.79,104.58,96.06,1356115,103.99,158374934,98.180936,BUY,7335.092667417725
2022-11-02 04:00:00+00:00,92.12,97.74,92.01,1199950,97.315,141445688,94.748528,BUY,6981.183350785421
2022-11-03 04:00:00+00:00,89.3,93.5,89.02,1217240,92.47,142785166,90.341958,BUY,6767.473656373621
2022-11-04 04:00:00+00:00,90.98,92.44,88.04,996955,91.49,136878144,90.140334,HOLD,6894.790070065757
2022-11-07 05:00:00+00:00,90.53,92.1,89.04,717303,91.95,81927291,90.208895,HOLD,6860.687459255364
2022-11-08 05:00:00+00:00,89.98,91.72,88.23,710067,90.79,95308408,90.259634,HOLD,6819.006490487105
2022-11-09 05:00:00+00:00,86.14,89.48,85.87,812478,89.47,99066243,86.981726,HOLD,6527.997544905082
2022-11-10 05:00:00+00:00,96.63,98.69,91.65,1275897,92.935,186866104,95.883458,HOLD,7322.967294685141
2022-11-11 05:00:00+00:00,100.79,101.19,96.66,863401,97.88,117029426,99.85551,HOLD,7638.226985732334
2022-11-14 05:00:00+00:00,98.49,100.1199,97.29,735584,98.77,107168078,98.765899,HOLD,7463.924752701433
2022-11-15 05:00:00+00:00,98.94,103.79,97.34,824198,103.21,117466450,100.096228,HOLD,7498.0273635118265
2022-11-16 05:00:00+00:00,97.12,98.4879,95.54,679238,96.85,93808743,97.032038,HOLD,7360.10124867868
2022-11-17 05:00:00+00:00,94.85,96.97,94.03,632578,95.37,89370626,95.31176,HOLD,7188.07252303514
2022-11-18 05:00:00+00:00,94.14,95.99,92.48,551234,95.95,79160793,94.002164,HOLD,7134.266181534297
2022-11-21 05:00:00+00:00,92.46,95.02,90.59,679102,93.97,90688828,92.104519,HOLD,7006.949767842162
